year,title,authors,decision,confidence,matched_terms,url
2026,Obscure but Effective: Classical Chinese Jailbreak Prompt Optimization via Bio-Inspired Search,"Xun Huang, Simeng Qin, Xiaoshuang Jia, Ranjie Duan, Huanqian Yan, Zhitao Zeng, Fei Yang, Yang Liu, Xiaojun Jia",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=O7fxz7D6vf
2026,A Genetic Algorithm for Navigating Synthesizable Molecular Spaces,"Alston Lo, Connor W. Coley, Wojciech Matusik",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=OvMtGGaFUT
2026,DeepWeightFlow: Re-Basined Flow Matching for Generating Neural Network Weights,"Saumya Gupta, Scott Biggs, Moritz Laber, Zohair Shafi, Robin Walters, Ayan Paul",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=fOwsr1VTi8
2026,Residual Feature Integration is Sufficient to Prevent Negative Transfer,"Yichen Xu, Ryumei Nakada, Linjun Zhang, Lexin Li",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=b1ITgc4J4M
2026,Rapid Training of Hamiltonian Graph Networks Using Random Features,"Atamert Rahma, Chinmay Datar, Ana Cukarska, Felix Dietrich",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=2T4KxtDquV
2026,A Joint Diffusion Model with Pre-Trained Priors for RNA Sequence-Structure Co-Design,"Xiner Li, Masatoshi Uehara, Xingyu Su, Gabriele Scalia, Shuiwang Ji",ICLR 2026 Poster,high,RNA-seq,https://openreview.net/forum?id=cpc63YrVWN
2026,Count Bridges enable Modeling and Deconvolving Transcriptomic Data,"Nic Fishman, Gokul Gowri, Tanush Kumar, Jiaqi Lu, Valentin De Bortoli, Jonathan S. Gootenberg, Omar Abudayyeh",ICLR 2026 Poster,high,RNA-seq; gene expression; sequencing; single-cell; transcriptom,https://openreview.net/forum?id=4nOZBufbLC
2026,"A Unification of Discrete, Gaussian, and Simplicial Diffusion","Nuria Alina Chandra, Yucen Lily Li, Alan Nawzad Amin, Alex Ali, Joshua Rollins, Sebastian W. Ober, Aniruddh Raghu, Andrew Gordon Wilson",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=1taAXRcm21
2026,Iterative Distillation for Reward-Guided Fine-Tuning of Diffusion Models in Biomolecular Design,"Xingyu Su, Xiner Li, Masatoshi Uehara, Sunwoo Kim, Yulai Zhao, Gabriele Scalia, Ehsan Hajiramezanali, Tommaso Biancalani, Degui Zhi, Shuiwang Ji",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=NFffW9tBmC
2026,VCWorld: A Biological World Model for Virtual Cell Simulation,"Zhijian Wei, Runze Ma, Zichen Wang, Zhongmin Li, Shuotong Song, Shuangjia Zheng",ICLR 2026 Poster,high,gene expression; single-cell,https://openreview.net/forum?id=hhq89Hs7T3
2026,A Graph Meta-Network for Learning on Kolmogorov–Arnold Networks,"Guy Bar-Shalom, Ami Tavory, Itay Evron, Maya Bechler-Speicher, Ido Guy, Haggai Maron",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=ONpyYavBqR
2026,Conditional Independent Component Analysis for Estimating Causal Structure with Latent Variables,"Yewei Xia, Zhengming Chen, Haoyue Dai, Fuhong Wang, Yixin Ren, Yiqing Li, Kun Zhang, Shuigeng Zhou",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=TAOpnCPnjg
2026,SC-Arena: A Natural Language Benchmark for Single-Cell Reasoning with Knowledge-Augmented Evaluation,"Jiahao Zhao, Feng Jiang, Shaowei Qin, Zhonghui Zhang, Junhao Liu, Guibing Guo, Hamid Alinejad-Rokny, Min Yang",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=5RcoUe1tA1
2026,Any-Subgroup Equivariant Networks via Symmetry Breaking,"Abhinav Goel, Derek Lim, Hannah Lawrence, Stefanie Jegelka, Ningyuan Huang",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=jz3d7nvtGz
2026,Carré du champ flow matching: better quality-generalisation tradeoff in generative models,"Jacob Bamberger, Iolo Jones, Dennis Duncan, Michael M. Bronstein, Pierre Vandergheynst, Adam Gosztolai",ICLR 2026 Poster,high,genom; single-cell,https://openreview.net/forum?id=psmrKQ5lJe
2026,AssetFormer: Modular 3D Assets Generation with Autoregressive Transformer,"Lingting Zhu, Shengju Qian, Haidi Fan, Jiayu Dong, Zhenchao Jin, SiweiZhou, Dong Gen, Xin Wang, Lequan Yu",ICLR 2026 Poster,high,sequencing,https://openreview.net/forum?id=ODB82HDp0V
2026,Silent Leaks: Implicit Knowledge Extraction Attack on RAG Systems,"Yuhao Wang, Wenjie Qu, Shengfang Zhai, Yanze Jiang, Liu Zichen, Yue Liu, Yinpeng Dong, Jiaheng Zhang",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=zfVICPB5Sv
2026,Delay Flow Matching,"Bolin Zhao, Xiaoyu Zhang, Yuting Dong, Xin Lu, Wei Lin, Qunxi Zhu",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=6lH1XblLpo
2026,DeepSADR: Deep Transfer Learning with Subsequence Interaction and Adaptive Readout for Cancer Drug Response Prediction,"Yuanpeng Zhang, Zhijian Huang, Ziyu Fan, Siyuan Shen, Yahan Li, Shangqian Wu, Min Wu, Lei Deng",ICLR 2026 Poster,high,genom,https://openreview.net/forum?id=jrFJWpDZvq
2026,Multi-Action Self-Improvement For Neural Combinatorial Optimization,"Laurin Luttmann, Lin Xie",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=6KrETIaOYD
2026,A New Paradigm for Genome-wide DNA Methylation Prediction Without Methylation Input,"Xiaoke Huang, Qi Liu, Yifei Zhao, Xianfeng Tang, Yuyin Zhou, Wenpin Hou",ICLR 2026 Poster,high,DNA; gene expression; genom; sequencing,https://openreview.net/forum?id=8wQ7Oc08vo
2026,SERQ: Saliency-Aware Low-Rank Error Reconstruction for LLM Quantization,"Yeonsik Park, Hyeonseong Kim, Seungkyu Choi",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=nFjj8NEBqv
2026,Histopathology-Genomics Multi-modal Structural Representation Learning for Data-Efficient Precision Oncology,"Kun Wu, Zhiguo Jiang, Xinyu Zhu, Jun Shi, Yushan Zheng",ICLR 2026 Poster,high,genom; mutation,https://openreview.net/forum?id=24QX6XpvSL
2026,CryoNet.Refine: A One-step Diffusion Model for Rapid Refinement of Structural Models with Cryo-EM Density Map Restraints,"Fuyao Huang, Xiaozhu Yu, Kui Xu, Qiangfeng Cliff Zhang",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=NwzY2yhlme
2026,ReFusion: A Diffusion Large Language Model with Parallel Autoregressive Decoding,"Jia-Nan Li, Jian Guan, Wei Wu, Chongxuan Li",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=LBtWaUc7FE
2026,Distilling Causal Signals for One-Shot Directed Evolution of Antibodies,"Sai Pooja Mahajan, Natasa Tagasovska, Stefania Vasilaki, Arian Rokkum Jamasb, Andrew Martin Watkins, Rajesh Ranganath",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=M7PDJTrqcS
2026,FlexRibbon: Joint Sequence and Structure Pretraining for Protein Modeling,"Jianwei Zhu, Yu Shi, Ran Bi, Peiran Jin, Chang Liu, Zhe Zhang, Haitao Huang, Zekun Guo, Pipi Hu, Fusong Ju, Lin Huang, Xinwei Tai, Chenao Li, Kaiyuan Gao, Xinran Wei, Huanhuan Xia, Jia Zhang, Yaosen Min, Zun Wang, Yusong Wang, Liang He, Haiguang Liu, Tao Qin",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=B8BXHrshMi
2026,Clustering by Denoising: Latent plug-and-play diffusion for single-cell embeddings,"Dominik Meier, Shixing Yu, Sagnik Nandy, PROMIT GHOSAL, Kyra Gan",ICLR 2026 Poster,high,RNA-seq; genom; scRNA; sequencing; single-cell,https://openreview.net/forum?id=zxlbh55PhC
2026,Randomized Antipodal Search Done Right for Data Pareto Improvement of LLM Unlearning,"Ziwen Liu, Huawei Lin, Yide Ran, Denghui Zhang, Jianwen Xie, Chuan Li, Weijie Zhao, Zhaozhuo Xu",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=Xn6EnJZghu
2026,AdaSpec: Adaptive Spectrum for Enhanced Node Distinguishability,"Fangbing Liu, Qing Wang",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=eHhUYoZwWs
2026,To Augment or Not to Augment? Diagnosing Distributional Symmetry Breaking,"Hannah Lawrence, Elyssa Hofgard, Vasco Portilheiro, Yuxuan Chen, Tess Smidt, Robin Walters",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=ZTb4YmHD9n
2026,Fast Estimation of Wasserstein Distances via Regression on Sliced Wasserstein Distances,"Khai Nguyen, Hai Nguyen, Nhat Ho",ICLR 2026 Poster,high,RNA-seq; scRNA,https://openreview.net/forum?id=oa7L4vcJ77
2026,Controllable diffusion-based generation for multi-channel biological data,"Haoran Zhang, Mingyuan Zhou, Wesley Tansey",ICLR 2026 Poster,high,proteom; single-cell; transcriptom,https://openreview.net/forum?id=t7wIerUT2E
2026,A universal compression theory for lottery ticket hypothesis and neural scaling laws,"Hong-Yi Wang, Di Luo, Tomaso Poggio, Isaac L. Chuang, Liu Ziyin",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=vxkzW4ljeX
2026,Transducing Language Models,"Vésteinn Snæbjarnarson, Samuel Kiegeland, Tianyu Liu, Reda Boumasmoud, Ryan Cotterell, Tim Vieira",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=qOyF214xmg
2026,Expert Heads: Robust Evidence Identification for Large Language Models,"Qi Wu, Jianfeng Qu, Ximing Li, Zhixu Li",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=rdKL5Uxyim
2026,Structured Flow Autoencoders: Learning Structured Probabilistic Representations with Flow Matching,"Yidan Xu, Yixin Wang, XuanLong Nguyen",ICLR 2026 Oral,high,RNA-seq,https://openreview.net/forum?id=KYdfvF2SZN
2026,Discrete Diffusion Trajectory Alignment via Stepwise Decomposition,"Jiaqi Han, Austin Wang, Minkai Xu, Wenda Chu, Meihua Dang, Haotian Ye, Huayu Chen, Yisong Yue, Stefano Ermon",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=h9b5h69v3p
2026,Sparling: End-to-End Spatial Concept Learning via Extremely Sparse Activations,"Kavi Gupta, Osbert Bastani, Armando Solar-Lezama",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=yfBs0GQxx9
2026,PatchDNA: A Flexible and Biologically-Informed Alternative to Tokenization for DNA,"Alice Del Vecchio, Chantriolnt-Andreas Kapourani, Abdullah M Athar, Agnieszka Dobrowolska, Andrew Anighoro, Benjamin Tenmann, Lindsay Edwards, Cristian Regep",ICLR 2026 Poster,high,DNA; genom,https://openreview.net/forum?id=AFZeojzjoG
2026,"Learning Pseudorandom Numbers with Transformers: Permuted Congruential Generators, Curricula, and Interpretability","Tao Tao, Maissam Barkeshli",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=m5KplPzCzM
2026,SAVE: A Generalizable Framework for Multi-Condition Single-Cell Generation with Gene Block Attention,"Jiahao Li, Jiayi Dong, Peng Ye, Xiaochi Zhou, Haohai Lu, Fei Wang",ICLR 2026 Poster,high,gene expression; single-cell,https://openreview.net/forum?id=l7QEoK4uDP
2026,Fusing Pixels and Genes: Spatially-Aware Learning in Computational Pathology,"Minghao Han, Dingkang Yang, Linhao Qu, Zizhi Chen, Gang Li, Han Wang, Jiacong Wang, Lihua Zhang",ICLR 2026 Poster,high,gene expression; transcriptom,https://openreview.net/forum?id=uVXO6gzVzj
2026,Learning Distributions over Permutations and Rankings with Factorized Representations,"Daniel Severo, Brian Karrer, Niklas Nolte",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=aE1VU6Ui4M
2026,Towards All-Atom Foundation Models for Biomolecular Binding Affinity Prediction,"Liang Shi, Zuobai Zhang, Huiyu Cai, Santiago Miret, Zhi Yang, Jian Tang",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=o0Qfsq1fK8
2026,CDBridge: A Cross-omics Post-training Bridge Strategy for Context-aware Biological Modeling,"Chang Yu, Siyuan Li, Zicheng Liu, Jingbo Zhou, Xianglong Guo, Kai Yu, Yuqing Zhou, Ken Li, Zelin Zang, Zhen Lei, Stan Z. Li",ICLR 2026 Poster,high,DNA; genom,https://openreview.net/forum?id=Hk4Fb6kaYF
2026,A Resolution-Agnostic Geometric Transformer for Chromosome Modeling Using Inertial Frame,"Yize Zhou, Haorui Li, Shengchao Liu",ICLR 2026 Poster,high,DNA; genom; single-cell,https://openreview.net/forum?id=OwLl8Xi6JG
2026,Bridging Input Feature Spaces Towards Graph Foundation Models,"Moshe Eliasof, Krishna Sri Ipsit Mantri, Beatrice Bevilacqua, Bruno Ribeiro, Carola-Bibiane Schönlieb",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=Dt4XAIKYbf
2026,Fast Proteome-Scale Protein Interaction Retrieval via Residue-Level Factorization,"Jianan Zhao, Zhihao Zhan, Narendra Chaudhary, Xinyu Yuan, Zuobai Zhang, Qian Cong, Jian Zhou, Sanchit Misra, Jian Tang",ICLR 2026 Poster,high,proteom,https://openreview.net/forum?id=Dp1RM3gPg8
2026,Characterization and Learning of Causal Graphs with Latent Confounders and Post-treatment Selection from Interventional Data,"Gongxu Luo, Loka Li, Guangyi Chen, Haoyue Dai, Kun Zhang",ICLR 2026 Poster,high,gene expression,https://openreview.net/forum?id=qclNnbjxNJ
2026,Diffusion Alignment as Variational Expectation-Maximization,"Jaewoo Lee, Minsu Kim, Sanghyeok Choi, Inhyuck Song, Sujin Yun, Hyeongyu Kang, Woocheol Shin, Taeyoung Yun, Kiyoung Om, Jinkyoo Park",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=aBeIFDshvZ
2026,From Sorting Algorithms to Scalable Kernels: Bayesian Optimization in High-Dimensional Permutation Spaces,"Zikai Xie, Linjiang Chen",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=7QtKdabBP9
2026,Divide and Abstract: Autoformalization via Decomposition and Abstraction Learning,"Marcus J. Min, Yeqi Gao, Wilson Sy, Zhaoyu Li, Xujie Si, Osbert Bastani",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=NjgaeXNit3
2026,CellDuality: Unlocking Biological Reasoning in LLMs with Self-Supervised RLVR,"Yuhang Chen, Zhen Tan, Ruichen Zhang, Mufan Qiu, Tianlong Chen",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=I4meJN28Ol
2026,CoT-Evo: Evolutionary Distillation of Chain-of-Thought for Scientific Reasoning,"Kehua Feng, Keyan Ding, Zhihui Zhu, Lei Liang, Qiang Zhang, Huajun Chen",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=OMf3w00d95
2026,Identity-Free Deferral For Unseen Experts,"Joshua Strong, Pramit Saha, Yasin Ibrahim, Cheng Ouyang, Alison Noble",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=4YG9ufFg58
2026,Multi-Marginal Flow Matching with Adversarially Learnt Interpolants,"Oskar Kviman, Kirill Tamogashev, Nicola Branchini, Víctor Elvira, Jens Lagergren, Nikolay Malkin",ICLR 2026 Poster,high,single-cell; transcriptom,https://openreview.net/forum?id=AJls43yje7
2026,BioBO: Biology-informed Bayesian Optimization for Perturbation Design,"Yanke Li, Tianyu Cui, Tommaso Mansi, Mangal Prakash, Rui Liao",ICLR 2026 Poster,high,genom,https://openreview.net/forum?id=CF3kJrAwmV
2026,LLM DNA: Tracing Model Evolution via Functional Representations,"Zhaomin Wu, Haodong Zhao, Ziyang Wang, Jizhou Guo, Qian Wang, Bingsheng He",ICLR 2026 Oral,low,DNA,https://openreview.net/forum?id=UIxHaAqFqQ
2026,HistoPrism: Unlocking Functional Pathway Analysis from Pan-Cancer Histology via Gene Expression Prediction,"Susu Hu, Qinghe Zeng, Nithya Bhasker, Jakob Nikolas Kather, Stefanie Speidel",ICLR 2026 Poster,high,gene expression; sequencing; transcriptom,https://openreview.net/forum?id=6dTHxb9JuA
2026,Learning Explicit Single-Cell Dynamics Using ODE Representations,"Jan-Philipp von Bassewitz, Adeel Pervez, Marco Fumero, Matthew R Robinson, Theofanis Karaletsos, Francesco Locatello",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=DzSNH5APPl
2026,CircuitNet 3.0: A Multi-Modal Dataset with Task-Oriented Augmentation for AI-Driven Circuit Design,"Mingjun Wang, Yihan Wen, Yuntao Lu, Fengrui Liu, Yuxiang Zhao, Boyu Han, Jianan Mu, Yibo Lin, Runsheng Wang, Bei Yu, Huawei Li",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=lEDb4gQ4dB
2026,CPiRi: Channel Permutation-Invariant Relational Interaction for Multivariate Time Series Forecasting,"Jiyuan Xu, Wenyu Zhang, Xin Jing, Jiahao Nie, Shuai Chen, Shuai Zhang",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=tgnXCCjKE3
2026,Flow-Disentangled Feature Importance,"Xingshu Chen, Yifeng Guo, Jin-Hong Du",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=Fx8AtzGlTS
2026,FS-KAN: Permutation Equivariant Kolmogorov-Arnold Networks via Function Sharing,"Ran Elbaz, Guy Bar-Shalom, Yam Eitan, Fabrizio Frasca, Haggai Maron",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=l4m4HK6gJN
2026,CellAgent: LLM-Driven Multi-Agent Framework  for Natural Language-Based Single-Cell Analysis,"Yihang Xiao, Jinyi Liu, YAN ZHENG, Shaoqing Jiao, Jianye HAO, Xiaohan Xie, Limingzhi, Ruitao Wang, Fei Ni, Yuxiao Li, Zhen Wang, Xuequn Shang, Zhijie Bao, Changxiao Yang, Jiajie Peng",ICLR 2026 Poster,high,RNA-seq; genom; scRNA; sequencing; single-cell; transcriptom,https://openreview.net/forum?id=BsA2GNkJhz
2026,FlexHiNM-GP: Flexible Hierarchical Pruning via Region Allocation and Channel Permutation,"YI XIAODIE, Hayun Lee, Dongkun Shin",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=YaZraqRsbB
2026,$\pi^3$: Permutation-Equivariant Visual Geometry Learning,"Yifan Wang, Jianjun Zhou, Haoyi Zhu, Wenzheng Chang, Yang Zhou, Zizun Li, Junyi Chen, Jiangmiao Pang, Chunhua Shen, Tong He",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=DTQIjngDta
2026,Tokenization to Transfer: Do Genomic Foundation Models Learn Good Representations?,"Kirill Vishniakov, Karthik Viswanathan, Aleksandr Medvedev, Praveenkumar Kanithi, Marco AF Pimentel, Ronnie Rajan, Shadab Khan",ICLR 2026 Poster,high,genom; mutation,https://openreview.net/forum?id=4UY1NHG5Ge
2026,Proper Velocity Neural Networks,"Ziheng Chen, Zihan Su, Bernhard Schölkopf, Nicu Sebe",ICLR 2026 Poster,high,genom,https://openreview.net/forum?id=UDIYU1X3vC
2026,Temporal Geometry of Deep Networks: Hyperbolic Representations of Training Dynamics for Intrinsic Explainability,Ambarish Moharil,ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=Xq64xkQCak
2026,AntigenLM: Structure-Aware DNA Language Modeling for Influenza,"Yue Pei, Xuebin Chi, Yu Kang",ICLR 2026 Poster,high,DNA; genom,https://openreview.net/forum?id=Y0zPlHDO5p
2026,GeneBreaker: Jailbreak Attacks against DNA Language Models with Pathogenicity Guidance,"ZAIXI ZHANG, Zhenghong Zhou, Ruofan Jin, Le Cong, Mengdi Wang",ICLR 2026 Poster,high,DNA; genom,https://openreview.net/forum?id=C5OIolrNJd
2026,Property-Driven Protein Inverse Folding with Multi-Objective Preference Alignment,"Junqi Liu, Xiaoyang Hou, Chence Shi, Xin Liu, Zhi Yang, Jian Tang",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=m826DekCpp
2026,Dynamic Chunking for End-to-End Hierarchical Sequence Modeling,"Sukjun Hwang, Brandon Wang, Albert Gu",ICLR 2026 Poster,low,DNA,https://openreview.net/forum?id=ZbfLR9NbNF
2026,Information Estimation with Discrete Diffusion,"Alberto Foresti, Giulio Franzese, Pietro Michiardi",ICLR 2026 Poster,high,genom,https://openreview.net/forum?id=m18MXVdrV9
2026,Doloris: Dual Conditional Diffusion Implicit Bridges with Sparsity Masking Strategy for Unpaired Single-Cell Perturbation Estimation,"Changxi Chi, Jun Xia, Yufei Huang, Zhuoli Ouyang, Cheng Tan, Yunfan Liu, Jingbo Zhou, Chang Yu, Liangyu Yuan, Siyuan Li, Zelin Zang, Stan Z. Li",ICLR 2026 Poster,high,sequencing; single-cell,https://openreview.net/forum?id=rvpDHfoTd2
2026,Structural Prognostic Event Modeling for Multimodal Cancer Survival Analysis,"Yilan Zhang, Li Nanbo, Changchun Yang, Jürgen Schmidhuber, Xin Gao",ICLR 2026 Poster,high,genom,https://openreview.net/forum?id=WqCRSn2WAY
2026,WFR-FM: Simulation-Free Dynamic Unbalanced Optimal Transport,"Qiangwei Peng, Zihan Wang, Junda Ying, Yuhao Sun, Qing Nie, Lei Zhang, Tiejun Li, Peijie Zhou",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=1nqu7bK1mm
2026,scDFM: Distributional Flow Matching Model for Robust Single-Cell Perturbation Prediction,"Chenglei Yu, Chuanrui Wang, Bangyan Liao, Tailin Wu",ICLR 2026 Poster,high,single-cell,https://openreview.net/forum?id=QSGanMEcUV
2026,Adversarial Encoding Perturbation and Synthesis for Set Representation Auxiliary Learning,"Yankai Chen, Xinni Zhang, Henry Peng Zou, Bowei He, Yangning Li, Philip S. Yu, Irwin King, Xue Liu",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=13r06yROEZ
2026,Extending Sequence Length is Not All You Need: Effective Integration of Multimodal Signals for Gene Expression Prediction,"Zhao Yang, Yi Duan, Jiwei Zhu, Ying Ba, Chuan Cao, Bing Su",ICLR 2026 Oral,high,DNA; chromatin; epigenom; gene expression; genom,https://openreview.net/forum?id=wwPSfcf5Pj
2026,Learning Hierarchical and Geometry-Aware Graph Representations for Text-to-CAD,"Shengjie Gong, Wenjie Peng, Hongyuan Chen, Gangyu Zhang, Yunqing Hu, Huiyuan Zhang, Shuangping Huang, Tianshui Chen",ICLR 2026 Poster,high,sequencing,https://openreview.net/forum?id=oKMomThD6n
2026,Unleashing Scientific Reasoning for Bio-experimental Protocol Generation via Structured Component-based Reward Mechanism,"Haoran Sun, Yankai Jiang, Zhenyu Tang, Yaning Pan, Shuang Gu, Zekai Lin, Lilong Wang, Wenjie Lou, Lei Liu, LEI BAI, Xiaosong Wang",ICLR 2026 Poster,high,sequencing,https://openreview.net/forum?id=5BRMteyNOp
2026,RankFlow: Property-aware Transport for Protein Optimization,"Lu Yu, Wei Xiang, Kang Han, Gaowen Liu, Ramana Rao Kompella",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=uS5rA4fDJp
2026,Content-Aware Mamba for Learned Image Compression,"Yunuo Chen, Zezheng Lyu, Bing He, Hongwei Hu, Qi Wang, Yuan Tian, Li Song, Wenjun Zhang, Guo Lu",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=WwDNiisZQm
2026,Visual Jigsaw Post-Training Improves MLLMs,"Penghao Wu, Yushan Zhang, Haiwen Diao, Bo Li, Lewei Lu, Ziwei Liu",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=tBf2SUzfZw
2026,NC-Bench and NCfold: A Benchmark and Closed-Loop Framework for RNA Non-Canonical Base-Pair Prediction,"Heqin Zhu, Ruifeng Li, Ao Chang, Mingqian Li, Hongyang Chen, Peng Xiong, S Kevin Zhou",ICLR 2026 Poster,high,RNA-seq,https://openreview.net/forum?id=G9UhQEZHjY
2026,Triangle Multiplication is All You Need for Biomolecular Structure Representations,"Jeffrey Ouyang-Zhang, Pranav Murugan, Daniel Jesus Diaz, Gianluca Scarpellini, Richard Strong Bowen, Nate Gruver, Adam Klivans, Philipp Kraehenbuehl, Aleksandra Faust, Maruan Al-Shedivat",ICLR 2026 Poster,high,proteom,https://openreview.net/forum?id=CrXcfMLR9q
2026,Permutation-Consistent Variational Encoding for Incomplete Multi-View Multi-Label Classification,"Chengliang Liu, Bo Li, Bob Zhang, Xiaoling Luo, Yabo Liu, Jie Wen",ICLR 2026 Poster,low,mutation,https://openreview.net/forum?id=y4LyiOIOUn
2026,Intrinsic Lorentz Neural Network,"Xianglong Shi, Ziheng Chen, Yunhan Jiang, Nicu Sebe",ICLR 2026 Poster,high,genom,https://openreview.net/forum?id=NNnkLi1ALt
